PC1,PC2,PC3,PC4,PC5,Year,Summer electricity use per capita,Million_Loss_From_Climate,GHG_Emission,Heat_Deaths_Underlying,Lyme_Incidence,Area harvested,Area per capita,Gross Production Value (current thousand US$),Production,Yield
-3.718017207323188,-0.8758203072412902,0.3682583197940514,0.0352905122122405,0.4715515157321767,1950,,,,,,,,,,
-2.442071443399543,0.4213255166668629,-0.9559211265853504,0.4915984711918606,0.8243085746010833,1951,,,,,,,,,,
-3.522461819028186,-0.4913325250629486,1.1585705090732388,-0.578319618238737,1.0118351549739888,1952,,,,,,,,,,
-3.537455963618613,2.000403342560574,0.1699003409790806,-0.0237534565812677,0.7811346031219454,1953,,,,,,,,,,
-3.953721446597057,-1.2616783193925538,1.7359054664287783,0.4153971422982427,0.3263852559867384,1954,,,,,,,,,,
-2.9055471010822056,-1.1505544844251645,0.5226892723884552,-0.2824644911804749,1.550694973575154,1955,,,,,,,,,,
-4.930999077892449,-1.2792590975039924,3.3579748196066967,-0.6384944743933358,1.071081118609316,1956,,,,,,,,,,
-1.9373965028504287,0.5338567313520727,-0.6966338154713441,0.2186722870912763,-0.1797326320637345,1957,,,,,,,,,,
-0.8744359368905861,-1.083218508361706,0.934150084339619,-0.5299586196945946,1.1276250909778998,1958,,,,,,,,,,
-1.7911323005495268,-1.4632592808345006,-0.3673812286467811,-0.3237579908439048,-0.3339270111705759,1959,,,,,,,,,,
-0.7329373908364799,-0.5271873625212988,-0.4535387111741465,1.8991097154955787,0.6037222541943356,1960,,,,,,,,,,
-0.8199554319899085,-1.0000097695549048,-0.6180442491453612,1.1797834093665849,0.579543061644758,1961,,,,,,971285874.0,0.4392,,2721667060.02,8660516.0
-2.6691463875529777,-0.949347501947978,0.938105294549458,-0.1705205155635223,1.0456728096232926,1962,,,,,,987234256.0,0.4319,,2781538131.38,8439018.0
-3.483918758231866,1.4745231592223884,1.0870174004343467,1.5812382763323585,-0.9192532623573736,1963,,,,,,999568589.0,0.4243,,2843373319.68,8454978.0
-2.957664648975447,-1.5816275200671723,2.1383859151039077,0.1152446439138158,0.0326900641986319,1964,,,,,,1016441942.0,0.4157,,3038742860.01,8616917.0
-3.2209264733406875,-1.729929187972394,1.1350283413838076,-0.2846152117780197,-0.2521823152699828,1965,,,,,,1010682709.0,0.408,,3095398085.34,8559899.0
-1.1372574999147105,-0.0695710503810826,-0.7371893639073467,-0.0332766371724386,0.171031615821582,1966,,,,,,1007968117.0,0.3996,,3226339336.15,8780118.0
-2.715283831819787,0.6223004248942303,-1.375191472186533,1.5531230504803124,-1.3981527529103916,1967,,,,,,1021208454.0,0.3922,,3326167427.8,8928950.0
-2.6725167980376354,-0.0186913429187774,0.1156327871216513,1.2727996051993369,-0.5188367827970464,1968,,,,,,1024024285.0,0.3877,,3402406083.37,9136960.0
-2.6489664652968767,0.7453974484921364,1.0532931000064032,0.5366591435864015,-0.9053579654162924,1969,,,,,,1026516833.0,0.382,,3411730450.69,9057895.0
-2.114692720032688,0.4541430008466665,0.3587200268496749,0.4618867838113369,0.2446470433205764,1970,,,,,,1025933784.0,0.374,,3583324843.06,9147378.0
-1.97885607428902,0.4593469594163205,-1.8185136206339945,0.3695073737247148,-0.2191182033546669,1971,,,,,,1039943611.0,0.3658,,3665190787.45,9155148.0
-2.811510006743207,4.013382753422113,-1.7059991618715376,0.3619979019035639,-0.3055323333355572,1972,,,,,,1032410467.0,0.3602,,3605378364.54,8983054.0
-1.8802524780192849,1.4621434858059827,0.4549062473858579,-1.9444533601677043,0.6531471363763881,1973,734.9870316,,,,,1063133204.0,0.3538,,3887246345.49,9278758.0
-1.3293812222084598,0.6646227814583263,-2.081829457613652,0.4079696476353432,1.3796009555307127,1974,732.9992787,,,,,1067759521.0,0.3478,,3862957960.51,9096831.0
-1.234863796868459,0.98659297163787,-1.5462930628496077,0.0591989834614544,1.054145014796702,1975,731.2355023,,,,,1078157431.0,0.3417,,3940133983.27,9210297.0
-4.422638220670028,0.0928298304618368,-1.1817445242711004,-0.4444255536027987,-1.3305510235101283,1976,715.6246114,,,,,1084386180.0,0.3373,,4126374721.84,9237005.0
-1.5316731371301986,-0.4145342950848056,-1.647758693479081,0.2044348996059146,-0.2700592950437452,1977,784.1205455,,,,,1094177424.0,0.3329,,4228552971.15,9381821.0
-2.542915977444269,1.4109259351725738,-0.1290351156481743,-0.0636273788334458,0.9615634065388396,1978,792.1235465,,,,,1102310233.0,0.3298,,4457472899.72,9522819.0
-2.1529489411463163,2.566540749496561,-0.390400964095069,-0.3360581976610266,-0.7116870605964738,1979,768.0698047,,,0.24038954,,1097089846.0,0.3255,,4432079305.21,9536494.0
-2.7040940485946288,0.5856712274421811,1.0398018537124651,0.151892200422398,-0.3457523688170328,1980,859.6907613,6390.0,,2.87259485,,1106983274.0,0.3205,,4355893970.18,9218254.0
-2.294669358590014,1.4852558214207778,-0.5076182365423904,-0.3895860915319524,0.3021032152267436,1981,853.7926568,6191.0,,0.48804399,,1121918279.0,0.3157,,4589453664.36,9175346.0
-2.409835616536152,0.3496431693538907,-1.3889741366037682,0.3313594132554129,-0.9464438119904974,1982,816.5520198,9519.0,,0.32369244,,1115111420.0,0.3122,,4842591372.41,9517637.0
-0.4708732763033159,-0.8417568207378273,-0.1984681687390168,-0.2662240007516368,-0.0201028620434568,1983,863.7033651,19168.0,,0.87260877,,1100594277.0,0.3079,,4743119204.24,9471666.0
-1.934310881908998,-0.9841706075728328,0.5080295586326523,0.6225594736938649,0.9477417622310492,1984,865.8892464,8094.0,,0.39419784,,1124182954.0,0.3058,,5053950871.06,9822416.0
-3.8917882732881073,0.3724388265713871,1.0499730577756408,-0.4563225178931035,-0.4783359931201794,1985,863.7372303,3341.0,,0.47477852,,1141850434.0,0.3034,,5099425411.08,8972063.0
-2.224480724529457,0.8224626691755328,-0.362507943759947,0.0205589496912536,-0.4289673638317653,1986,935.19634,3301.0,,0.57038206,,1140411632.0,0.2985,,5159320276.21,9061185.0
-1.6233474744997909,0.7936639379785324,1.2658132230917825,-1.0703394887193651,-1.5290498249529865,1987,992.0492358,15780.0,,0.62295006,,1122368104.0,0.2938,,5219153396.9800005,9114173.0
0.0491021578261949,2.407471248917436,-0.3966010448652035,-0.3591934883235326,0.36490866542823,1988,1020.566251,2282.0,,0.85836222,,1140169475.0,0.2886,,5185454509.41,9234366.0
0.4043685061528873,-1.2603495967222846,-1.0350322756119394,-0.3354005225218907,0.446224293951197,1989,985.2761888,5072.0,,0.38056409,,1154129260.0,0.2836,,5439057955.809999,9241486.0
1.887564478680862,-1.384314273400641,-2.4312125846521315,-0.3258354333145607,0.8206542484781468,1990,1011.575062,31223.0,,0.59054617,,1151975664.0,0.279,,5588957552.99,9647095.0
-1.0065674600406298,-0.697931324912465,-1.1481567639763344,-1.3311593814363818,-0.3309725548834424,1991,1057.722474,2670.0,31736.8,0.39116818,3.743364999,1158599851.45,0.2749,1780145179.0,5573070796.21,9483076.0
-0.7968896801962934,-2.672502274079809,-0.7124512977981838,0.0656789318911034,-1.4756834268429684,1992,964.6858022,7720.0,31720.77,0.26110021,3.862553836,1164024127.66,0.2701,1607988267.0,5743684436.86,9737859.0
-1.6463154913084106,-0.8664931753456286,0.1288710053615555,-1.960782063397506,-0.5378354842109472,1993,1074.62421,6034.0,31874.89,0.46149473,3.176763949,1151751782.6,0.2661,1615905121.0,5660416625.79,9884150.0
0.7369811661357738,-1.2553351480925787,-1.1445533682384863,0.1795493440612948,-0.2871433774341403,1994,1079.067223,19859.0,32131.81,0.38367814,4.956944153,1165452173.89,0.2621,1713746961.0,5805544675.39,9943410.0
0.7597975172115816,1.1127017719234378,-0.3377333302972887,-1.0015360668645266,0.4538965982366729,1995,1136.497871,6725.0,32896.899999999994,1.36643512,4.39389763,1166395138.69,0.2584,1926249657.0,5920965448.610001,10063561.0
-0.9705921031347624,0.7858875619103677,0.7904505846133074,2.1163879322355843,-1.2925688069756305,1996,1121.512781,3739.0,33266.149999999994,0.45262168,6.108147417,1180177376.43,0.2549,2225384247.0,6251583696.41,10278085.0
-0.1658536749191625,-0.16172606328925,-0.2578967902193515,-1.58396035159039,-1.0181826555342712,1997,1098.06788,14276.0,34590.200000000004,0.35193625,4.695083211,1189379462.96,0.2523,2130753691.0,6371081687.9800005,10391098.0
3.0463623729057465,1.8481377937198464,0.7824649194014297,-1.397318427869396,0.5428179099725317,1998,1231.267438,4588.0,34101.68,0.81512038,6.090538352,1179870758.84,0.249,2087579501.0,6425233837.4,10271222.0
1.1025686228892493,0.7210955706010346,-0.5895748966072581,-0.4973505349804133,1.3463963485330677,1999,1227.308908,35016.0,34055.16,2.128725783,5.831776879,1180899666.06,0.2464,1767833830.0,6579275401.54,10694948.0
2.084367561256132,-2.9029072594496435,0.3182384698046454,2.3418772476680845,0.7614596539209695,2000,1229.008375,21405.0,34734.270000000004,1.069568479,6.283615148,1183186985.4,0.243,1760596693.0,6650814837.56,10768521.0
0.9423619327324896,-2.607762955376816,-0.6975915130548952,-0.2938371957941998,-0.0549915571277445,2001,1224.094986,4682.0,34835.509999999995,1.052746254,5.975738655,1185480852.65,0.2402,1743867587.0,6736129158.93,10699496.0
2.1694286453795137,-1.5320679798339334,-0.961165102137698,-1.455774277474528,0.1626420799260074,2002,1302.444121,42531.0,35751.020000000004,1.216861417,8.261793674,1179676862.38,0.237,1775338933.0,6856505603.01,10958546.0
0.8226041422391952,-1.4788651336852197,0.5339847276940234,-1.4864761335867889,-1.4211105444573502,2003,1260.283635,26497.0,36726.96,0.941029076,7.332788104,1205942817.96,0.2348,2041040520.0,6999809137.37,11170582.0
2.343728172718295,-1.7293973448129298,-0.3045073778950923,0.8937616585536164,0.0414558116487081,2004,1254.643074,4467.0,38480.38,0.771843958,6.763538821,1226362105.65,0.2327,2403223271.0,7342851579.26,11392350.0
2.2392677182147747,-0.7990586743271666,0.3297055115397291,-0.5733016027830647,-0.9259037697564716,2005,1377.948681,19772.0,39361.27,1.576899577,7.886189838,1253713077.47,0.2307,2556350749.0,7376129919.89,11443273.0
1.570176289221075,0.0026868844384999,0.3496445187961634,1.3135670952769802,-1.4005414195188857,2006,1392.345122,3959.0,40793.37,2.084590735,6.679739218,1245810450.13,0.2277,2779725391.0,7578148996.23,11675116.0
4.632257653106297,-0.1819320168756638,-0.8949908047084099,-0.8769436736166872,1.81902222493018,2007,1347.002843,10633.0,41523.08,1.025790133,9.110609845,1262160535.12,0.2251,3343055605.0,7925671075.26,11858901.0
3.738164008813978,-0.5197281927230426,-0.0551091795414591,1.2786411014431291,1.719164223203236,2008,1322.840028,5511.0,41784.7,0.973383339,9.510547144,1290243572.3,0.2224,3919002276.0,8304828714.13,12316697.0
2.081246815324099,-1.193825515670856,-0.6122581858194747,-1.0678047008730591,-1.0002066397343197,2009,1269.322708,7585.0,41811.53,1.147433731,9.765899755,1281255716.79,0.2207,3661869943.0,8250008422.61,12418326.0
3.843809075797492,4.305668717847529,2.1530013994692214,-0.2027823255531776,0.3616244080803684,2010,1407.536227,21515.0,43536.59,1.535244859,7.293701826,1301243933.62,0.2184,4203355511.0,8439887515.7,12337264.0
2.0435833203471256,0.7701603531586433,0.12680221746879,-0.0206361633435739,0.0574775626043655,2011,1390.734954,6743.0,43690.560000000005,1.883874285,7.82008103,1331804686.99,0.2171,5025996587.0,8929768595.91,12539064.0
2.4137962987992494,0.2063087726483914,1.6313985885932791,1.0065506585409465,-0.4768990994497366,2012,1351.446212,4146.0,44264.0,1.509967506,7.014603625,1343021422.14,0.2154,5111732603.0,8980668846.18,12634435.0
2.932919486805204,0.1180221467196512,0.3971477631325383,0.3268692275952048,-0.2405580475566037,2013,1260.829793,21797.0,44901.39000000001,1.176735413,8.608715525,1371891662.9,0.2134,5227115671.0,9386771703.89,12849590.0
4.710808721604554,-0.2993830282709146,-1.2523957530868914,0.2090970538267858,0.4297681716669911,2014,1222.782306,12976.0,45527.560000000005,0.765233183,7.966987023,1387921858.04,0.2114,5081695535.0,9567094552.15,13175345.0
5.727706483941585,-1.838375808286914,-0.2560622437438746,-0.9946442841595596,-1.5154590761031217,2015,1275.138769,11552.0,45430.990000000005,1.054698664,8.873948738,1388908415.81,0.2097,4840175757.0,9596741463.73,13243170.0
6.202010156306229,0.7310236796559789,0.8856562983523523,-1.1392372187480415,-0.0342627905487296,2016,1342.907625,9837.0,46020.32,1.4173971,8.113858186,1402769684.8,0.2077,4798082818.0,9754585401.54,13407143.0
5.19327485874308,1.841803386419325,1.1634847292945918,0.0835383308221241,-0.4332939164144309,2017,1267.628136,29952.0,46662.09,1.427610136,9.081327154,1428300394.94,0.2062,4782104286.0,9987100184.06,13528163.0
4.439174886470535,1.2720049032976817,-0.6448684551064662,0.5214043716696609,-0.966784724252828,2018,1328.700581,22641.0,47833.880000000005,1.63524833,7.211172735,1425864536.84,0.2044,4834241055.0,10049029156.3,13438810.0
6.554950023032837,0.5785533352218439,-0.0452772973990816,0.0341680234341362,-0.6482969253770146,2019,1282.476384,25111.0,48147.50000000001,,,1417840259.42,0.2024,5380918188.0,10174600952.09,13500327.0
8.177887430494472,1.5198958169160457,0.4085991755092053,0.6731236836434361,0.7873537960283138,2020,1379.176494,14470.0,46187.28,,,1448131732.69,0.201,5444576369.0,10138293935.13,13454997.0
7.093173243877123,-0.9984182551218804,1.67603510604373,0.6360520377359272,-0.2856138304784988,2021,1337.87302,59437.0,,,,1471261572.16,0.1997,5854255881.0,10313258478.43,13544733.0
6.867721376602165,-0.4365706843856586,0.872840684251591,0.7696228680673255,0.1842608855481241,2022,1394.722632,52259.0,,,,1472158690.51,,6217408601.0,9609478173.34,13809293.0
